,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200309,0.0111,-0.0414,-0.0369,-0.0215,-0.0091,-0.0566,-0.0453,0.0024,0.0387,0.0034
200310,0.0559,0.0704,0.0888,0.0164,0.0825,0.0669,0.0903,0.0073,0.0155,0.0647
200311,0.0378,0.031,0.0209,0.0063,0.0187,-0.006,0.0057,0.0163,0.0095,0.0101
200312,0.0331,0.1234,0.0672,0.1356,0.0216,0.0735,-0.0213,0.0569,0.0581,0.0436
200401,0.0013,-0.0122,-0.0064,0.0024,0.0447,0.0143,0.0045,0.0304,0.0191,0.0275
200402,0.0428,-0.0012,0.02,0.0453,-0.0293,-0.0077,0.0608,0.0091,0.0209,0.0198
200403,-0.003,-0.0119,-0.0026,-0.0002,-0.025,-0.0241,0.003,-0.039,0.0118,-0.0061
200404,0.0151,0.0236,-0.0016,0.0262,-0.0488,-0.0049,-0.0268,0.0358,-0.0352,-0.0387
200405,-0.0219,-0.0163,0.0162,0.0063,0.048,-0.0289,0.0027,-0.0038,0.0125,0.0194
200406,0.0187,0.0504,0.0535,0.0537,0.0267,0.006,0.0007,-0.0038,0.0203,0.0144
200407,-0.0583,-0.0464,-0.0407,0.0335,-0.085,-0.0133,-0.0398,-0.0587,0.0105,-0.0241
200408,0.0082,-0.0222,0.0135,-0.0134,-0.0454,0.013,-0.0115,0.0167,0.0367,0.0195
200409,-0.0176,0.023,0.0191,0.0877,0.0343,0.0134,0.0258,-0.0142,0.0138,0.0125
200410,0.0286,-0.03,-0.0138,0.0063,0.0515,0.0335,0.0308,-0.024,0.0425,0.0119
200411,0.0452,0.0728,0.0716,0.0652,0.0575,0.0353,0.0361,0.0066,0.0489,0.0492
200412,0.048,0.0487,0.0256,-0.0227,0.031,0.0428,0.0343,0.0566,0.0248,0.0442
200501,-0.0008,-0.0702,-0.0174,0.0298,-0.0633,-0.0417,-0.0108,-0.0405,0.0178,-0.0245
200502,0.0061,-0.0024,0.0406,0.1936,0.0005,-0.0029,0.0086,0.0248,0.0235,0.002
200503,-0.0088,-0.0798,-0.0142,-0.035,-0.0252,-0.0012,0,-0.0041,0.0064,-0.0238
200504,-0.0102,-0.1113,-0.0475,-0.0564,-0.0446,-0.0198,-0.0535,0.0395,0.0214,-0.0162
200505,0.0226,0.0882,0.0292,0.0207,0.0823,0.0146,0.0639,0.0145,0.0163,0.0334
200506,-0.0161,0.0208,-0.0114,0.0571,-0.0166,0.0017,0.0246,-0.0057,0.0557,0.0143
200507,0.0237,0.0542,0.0578,0.0612,0.0605,0.0298,0.0584,0.0373,0.0296,0.0249
200508,0.0003,-0.0292,-0.0145,0.057,-0.004,-0.0113,-0.0556,-0.0033,0.0123,-0.0172
200509,0.0005,-0.0513,0.0078,0.0726,0.0075,-0.0151,-0.0175,-0.0195,0.0438,0.0132
200510,-0.0218,-0.044,-0.0245,-0.1017,-0.0157,-0.031,0.0162,-0.0325,-0.0685,0.0132
200511,0.0116,0.0224,0.0532,0.0104,0.065,0.0256,0.04,0.0157,-0.0021,0.0498
200512,0.0013,-0.0067,0.0144,0.0046,-0.0186,-0.0158,-0.0061,0.024,0.0123,0.0012
200601,0.0023,0.0586,0.0508,0.1255,0.0408,0.0372,0.0198,0.0215,0.0302,0.0158
200602,0.0128,-0.0048,0.0115,-0.0813,-0.012,0.0331,0.0144,0.0107,0.0023,0.0107
200603,0.013,0.0271,0.03,0.0397,0.0295,0.0183,0.0241,-0.0096,-0.0362,0.0185
200604,0.0117,0.0031,0.0399,0.0467,-0.0105,0.0168,-0.0166,-0.0193,0.0185,0.0223
200605,0.0184,0.0069,-0.0333,-0.0339,-0.0695,-0.0026,-0.0193,-0.0218,0.0151,-0.0341
200606,-0.0003,0.0179,-0.0049,0.0282,-0.0123,0.0286,0.0027,-0.0014,0.024,-0.0033
200607,0.0349,-0.0296,-0.0367,0.0514,-0.0385,0.0249,-0.0429,0.0427,0.0488,-0.0113
200608,0.0309,0.0243,0.0203,-0.0319,0.073,0.0211,0.022,0.0229,0.0232,0.0164
200609,-0.0031,0.0426,0.0193,-0.0376,0.0358,0.034,0.0569,0.0167,-0.0211,0.0336
200610,0.0259,0.0499,0.0442,0.0522,0.0427,0.0529,0.0398,0.0166,0.0534,0.0285
200611,0.0144,0.018,0.0356,0.0856,0.03,0.0079,-0.0126,0.0005,0.0299,0.0168
200612,0.0198,-0.008,0.0051,-0.0203,-0.0103,0.0429,0.0147,0.0008,0.0067,0.0325
200701,0.0135,0.0283,0.0318,-0.0124,0.0211,0.0279,0.0365,0.035,0.004,0.0108
200702,-0.0179,-0.0048,0.008,-0.0214,-0.0247,-0.0264,-0.0059,-0.028,0.0419,-0.0227
200703,0.0247,-0.0103,0.0159,0.0591,0.0085,0.0233,0.0075,-0.0021,0.043,-0.0032
200704,0.0374,0.0612,0.0441,0.052,0.0489,0.0194,0.0227,0.0684,0.0394,0.0338
200705,0.0281,0.0315,0.0476,0.0705,0.0392,0.0713,0.0241,0.0112,0.0119,0.033
200706,-0.0086,0.0192,-0.0067,0.0087,0.0061,-0.0172,-0.0195,-0.034,-0.0479,-0.0273
200707,-0.0426,-0.0576,-0.0003,-0.011,-0.0104,-0.031,-0.0537,-0.0398,-0.0381,-0.0553
200708,0.0183,-0.0173,0.0072,0.003,0.029,-0.0087,0.014,0.0225,0.0201,0.0091
200709,0.0376,0.0176,0.0541,0.0782,0.0428,0.0212,-0.0071,0.0355,0.0351,0.0268
200710,0.022,0.0098,0.0103,0.0278,0.0708,-0.0213,0.0107,0.0155,0.0674,-0.0018
200711,0.0104,-0.0901,-0.0268,-0.0435,-0.0742,-0.0656,-0.0377,0.0003,-0.0058,-0.063
200712,-0.0111,-0.0226,0.0098,0.0764,0.0146,-0.0038,-0.0272,-0.0407,0.0093,-0.0365
200801,-0.0495,-0.0537,-0.0738,-0.091,-0.1253,-0.0781,-0.0043,-0.0455,-0.0694,-0.0195
200802,-0.0022,-0.0594,0.0073,0.0681,-0.0379,-0.0368,-0.0485,-0.0091,-0.0306,-0.0836
200803,0.0118,-0.0417,0,-0.0297,0.0055,-0.002,0.0188,-0.018,0.0084,-0.017
200804,-0.0138,0.0671,0.0499,0.107,0.068,0.0464,0.0517,0.0042,0.0631,0.0358
200805,0.0367,0.0128,0.0334,0.0417,0.0557,0.0486,0.0104,0.0163,0.0354,-0.0241
200806,-0.0737,-0.1956,-0.0928,0.027,-0.0887,-0.1095,-0.081,-0.03,-0.0052,-0.1487
200807,0.0191,-0.0016,-0.0023,-0.1557,-0.0087,-0.0295,0.0115,0.0677,-0.0714,0.0451
200808,0.0192,0.0184,0.0149,-0.0002,0.0242,0.039,0.0538,0.018,-0.0044,0.0034
200809,-0.0296,-0.0898,-0.133,-0.1199,-0.1253,-0.1277,-0.0577,-0.0595,-0.1197,-0.0683
200810,-0.122,-0.3293,-0.207,-0.1653,-0.1812,-0.1622,-0.1511,-0.1095,-0.1111,-0.2024
200811,-0.0673,-0.1031,-0.0782,0.0028,-0.1113,-0.0231,-0.0768,-0.0736,0.0123,-0.1216
200812,0.003,0.001,0.0138,-0.0237,0.0229,0.0356,0.0491,0.0674,-0.0206,0.0132
200901,-0.0363,-0.1381,-0.0917,-0.0354,-0.0313,-0.0996,-0.0762,-0.0219,-0.0082,-0.1831
200902,-0.0759,-0.1245,-0.135,-0.1245,-0.0499,-0.0705,-0.031,-0.0993,-0.1259,-0.1412
200903,0.0638,0.1176,0.0765,0.0394,0.1132,0.0763,0.0995,0.0704,0.0278,0.1303
200904,0.0479,0.4527,0.1733,0.0444,0.1228,0.1034,0.0955,-0.0095,0.0208,0.1659
200905,0.0675,-0.0347,0.0545,0.1031,0.031,0.0151,-0.009,0.0625,0.0464,0.0763
200906,0.0034,0.0428,-0.017,-0.0466,0.044,0.0153,-0.0033,0.0354,0.0464,-0.0198
200907,0.0744,0.1911,0.1125,0.0529,0.0812,0.0552,0.0676,0.0553,0.0439,0.0907
200908,0.0083,0.0288,0.029,0.0075,0.0233,0.0082,0.037,0.0219,0.0022,0.0799
200909,0.0432,0.0247,0.0651,0.0497,0.0527,0.0656,0.0238,0.024,0.0227,0.0322
200910,-0.0069,-0.0053,-0.0276,0.025,-0.0137,-0.0342,0.0006,-0.0369,-0.0269,-0.0525
200911,0.0382,0.0949,0.0756,0.0331,0.0495,0.0667,0.0504,0.0822,0.0454,0.0585
200912,0.0267,0.0532,0.0281,-0.006,0.0594,0.0626,0.0196,0.0246,0.0587,0.0127
201001,-0.0233,-0.0094,-0.0323,-0.0489,-0.0786,-0.067,-0.0185,-0.0001,-0.0449,-0.0165
201002,0.0272,0.0738,0.0523,0.0256,0.0477,0.0285,0.0429,0.0038,-0.0041,0.0342
201003,0.0598,0.0949,0.0651,0.0324,0.0669,0.076,0.0624,0.0361,0.0313,0.0842
201004,-0.0093,0.0749,0.0322,0.0405,0.022,0.0359,0.0256,-0.0222,0.0285,0.0216
201005,-0.0568,-0.0899,-0.0838,-0.1022,-0.0767,-0.0581,-0.0534,-0.0801,-0.0629,-0.0887
201006,-0.0194,-0.1051,-0.0574,-0.0629,-0.0619,-0.0398,-0.0903,-0.0164,-0.0069,-0.077
201007,0.0737,0.1572,0.096,0.0774,0.0746,0.0958,0.046,0.0215,0.068,0.0751
201008,-0.0125,-0.0965,-0.0545,-0.0345,-0.0647,-0.0213,-0.0398,-0.0166,0.0038,-0.0752
201009,0.062,0.135,0.1011,0.0927,0.1253,0.0795,0.1213,0.09,0.0365,0.0884
201010,0.0434,0.0849,0.0509,0.0453,0.0639,0.0452,0.0242,0.0202,0.0186,0.026
201011,0.0005,0.0749,0.0146,0.0546,-0.0083,-0.0188,0.0417,-0.0334,-0.0132,0.0048
201012,0.0437,0.0855,0.0694,0.0949,0.0604,0.0657,0.0325,0.054,0.0321,0.0975
201101,-0.0235,0.0029,0.0286,0.0685,0.0384,0.0004,-0.0088,-0.0071,0.0221,0.0192
201102,0.0486,-0.0175,0.0349,0.0763,0.0236,0.0748,0.0225,0.0333,0.0245,0.0263
201103,0.0305,0.0177,0.018,0.0217,-0.0151,0.016,0.0108,0.0229,0.0091,-0.0086
201104,0.0459,0.0224,0.0297,0.0156,0.0311,0.0335,0.0452,0.0637,0.0398,0.0111
201105,0.0192,-0.0354,-0.0215,-0.0453,-0.0171,0.009,0.0087,0.0196,0.0131,-0.024
201106,-0.0101,-0.0107,-0.0052,-0.0232,-0.0241,-0.0135,-0.0092,-0.0183,-0.0034,-0.0206
201107,-0.0043,-0.0893,-0.047,0.0048,-0.0026,-0.0487,-0.0067,-0.0365,-0.0035,-0.037
201108,-0.0068,-0.1202,-0.0609,-0.0994,-0.069,-0.0522,-0.0291,-0.0309,0.0016,-0.0754
201109,-0.0486,-0.141,-0.1103,-0.1216,-0.0488,-0.0579,-0.039,-0.0396,-0.0163,-0.1037
201110,0.0645,0.2324,0.1407,0.1611,0.1196,0.0757,0.098,0.0554,0.067,0.1321
201111,0.014,-0.0804,0.014,0.0216,-0.02,0.0029,0.0109,0.0127,0.01,-0.0161
201112,0.0188,-0.0118,-0.008,-0.0035,-0.0144,0.0318,0.0091,0.0353,0.0296,0.0114
201201,0.0044,0.1355,0.0674,0.0097,0.0818,0.0244,0.0406,0.0338,-0.0269,0.0676
201202,0.0397,0.0603,0.0383,0.0645,0.0662,0.0478,0.0315,0.0123,0.0126,0.0388
201203,0.0391,0.0091,0.007,-0.0322,0.0473,0.025,0.0465,0.0396,0.0145,0.0473
201204,0.0082,-0.0702,-0.0067,-0.0159,-0.0209,0.0173,0.0096,0.0061,0.0175,-0.0167
201205,-0.0265,-0.0815,-0.0779,-0.105,-0.0791,-0.0107,-0.0307,-0.0328,-0.0093,-0.0718
201206,0.0334,-0.0558,0.0122,0.0582,0.0284,0.0709,0.0213,0.068,0.0339,0.0485
201207,0.0137,0.0036,0.0089,0.0275,-0.0055,0.0407,0.0126,0.0165,0.0373,-0.0102
201208,0.0021,0.0413,0.0332,0.024,0.0452,0.0108,0.0274,0.0098,-0.0334,0.0277
201209,0.0088,0.036,0.0163,0.0378,0.0163,0.0481,0.0197,0.0467,0.0217,0.0384
201210,-0.0171,0.0596,-0.0066,-0.018,-0.0639,-0.0225,-0.0099,-0.0188,0.0105,0.007
201211,0.0326,0.0312,0.0264,-0.015,0.0189,0.0008,0.0146,0.015,-0.0368,-0.0009
201212,-0.0226,0.0731,0.0278,0.0131,0.0034,0.0117,-0.0112,-0.0053,0.0014,0.0351
201301,0.051,0.0351,0.0603,0.0732,0.0251,0.0491,0.0558,0.0808,0.0508,0.0692
201302,0.0321,0.0001,0.0129,0.0069,0.0057,0.0221,0.0086,0.0135,0.0216,0.0169
201303,0.0502,0.0402,0.0261,0.0209,0.0259,0.0573,0.0469,0.0652,0.0564,0.0405
201304,0.0382,0.0363,0.0084,-0.0135,0.005,0.0425,0.0267,0.0258,0.0505,0.0089
201305,-0.0229,0.0989,0.0338,0.0305,0.0427,-0.0172,0.0224,0.0161,-0.0699,0.0602
201306,0.0007,-0.0048,-0.02,-0.0238,-0.0279,0.0216,-0.0007,-0.0136,0.0079,-0.0121
201307,0.0292,0.0897,0.0598,0.0516,0.0594,0.0352,0.059,0.0787,0.0458,0.0544
201308,-0.0391,-0.0108,-0.0181,-0.0195,-0.0008,-0.0322,-0.0423,-0.0386,-0.0441,-0.0365
201309,0.0194,0.0642,0.0526,0.0192,0.0388,0.0417,0.045,0.04,0.0104,0.0376
201310,0.0475,0.0087,0.0449,0.0478,0.0389,0.0581,0.0509,0.0383,0.0334,0.0374
201311,0.013,0.0196,0.0289,0.0093,0.035,0.0025,0.0367,0.0444,-0.018,0.0454
201312,0.0241,0.0113,0.0303,0.0308,0.0412,0.0372,0.0028,0.0063,0.0179,0.0306
201401,-0.057,-0.0369,-0.0425,-0.0688,-0.0117,-0.038,-0.0645,0.0157,0.0249,-0.0444
201402,0.0346,0.0787,0.0541,0.0559,0.0521,0.0263,0.0534,0.0649,0.0307,0.0347
201403,0.0326,-0.0106,0.0033,0.0246,-0.0083,0.0017,-0.0058,-0.0254,0.0268,0.0233
201404,0.0142,0.0034,0.0093,0.0567,-0.0124,0.0039,-0.0094,-0.0029,0.0397,-0.0164
201405,0.0344,0.0069,0.0125,0.0086,0.0349,0.0384,0.0095,0.0189,0,0.0172
201406,0.0117,0.0439,0.0133,0.0406,0.0292,0.0168,0.0129,0.0285,0.0541,0.0213
201407,-0.0431,-0.046,-0.0406,-0.0353,0.0032,0.0067,-0.0229,-0.0026,-0.064,-0.0214
201408,0.0554,0.0519,0.048,0.0232,0.042,0.0044,0.0499,0.0549,0.0532,0.0444
201409,-0.0008,-0.0942,-0.0228,-0.0779,-0.0131,-0.0166,-0.0144,-0.0022,-0.0337,-0.0099
201410,0.0264,0.0379,0.0228,-0.0417,0.0132,0.0124,0.0307,0.0588,0.0669,0.0336
201411,0.0479,0.0475,0.0226,-0.0956,0.0427,0.0282,0.075,0.0251,0.0026,0.0272
201412,-0.0236,0.0058,-0.0018,0.0058,-0.0128,-0.0178,0.016,-0.0083,0.0189,0.0114
201501,-0.0055,-0.043,-0.0382,-0.0432,-0.034,-0.0475,-0.0028,0.0158,0.0122,-0.062
201502,0.0503,0.0813,0.0615,0.0471,0.0822,0.0889,0.0552,0.0423,-0.0439,0.069
201503,-0.0243,-0.0045,-0.02,-0.0254,-0.0244,-0.0218,0.0071,0.0073,-0.0032,-0.0075
201504,0.0081,-0.0098,-0.0067,0.0666,0.0142,0.0341,-0.0221,-0.0142,0.0028,0.005
201505,0.0153,0.0104,0.0095,-0.051,0.0193,0.0054,0.0093,0.0486,-0.0049,0.0174
201506,-0.0132,-0.0159,-0.0181,-0.0373,-0.0346,-0.0029,-0.0058,0.0016,-0.0536,-0.003
201507,0.0484,-0.021,-0.0202,-0.0881,0.0256,0.0144,0.0482,0.0352,0.0268,0.0206
201508,-0.0415,-0.0615,-0.0557,-0.037,-0.0585,-0.0834,-0.0533,-0.0834,-0.0402,-0.0614
201509,-0.006,-0.033,-0.0414,-0.0568,-0.0145,-0.0249,-0.0177,-0.0687,-0.0048,-0.0306
201510,0.0668,0.0682,0.0931,0.1214,0.1008,0.0907,0.0451,0.0754,0.021,0.0649
201511,-0.0093,0.0192,0.0043,0.0107,0.0121,-0.0197,0.0088,0.0049,-0.034,0.0119
201512,0.008,-0.0399,-0.0261,-0.0952,-0.026,-0.0307,0.003,0.0032,-0.0232,-0.0262
201601,0.0013,-0.126,-0.0566,-0.0438,-0.0606,0.0017,-0.0416,-0.0997,0.0466,-0.0829
201602,0.0064,0.0406,0.0338,-0.0288,-0.0094,0.0093,0.0008,-0.0095,0.0175,-0.0014
201603,0.0497,0.1078,0.0676,0.108,0.0832,0.0606,0.0571,0.0394,0.0786,0.0705
201604,0.0029,0.0151,0.0228,0.0911,-0.0398,0.0071,-0.0063,0.0494,-0.0084,0.0237
201605,0.0068,-0.0116,-0.0067,-0.0061,0.0502,0.003,0.0098,0.0239,0.0223,0.009
201606,0.0472,-0.0575,0.009,0.026,-0.0185,0.0355,0.0084,-0.0009,0.0741,-0.027
201607,-0.0007,0.0876,0.0403,-0.0276,0.0779,0.0237,0.0349,0.0612,-0.0019,0.0351
201608,-0.0063,0.0035,0.0148,0.0147,0.0181,-0.0359,-0.0144,-0.0312,-0.039,0.0337
201609,-0.0252,-0.0163,-0.002,0.0282,0.0235,0.0073,-0.0069,0.0056,0.0176,-0.0125
201610,-0.0014,-0.0357,-0.0261,-0.028,-0.0112,-0.0276,-0.0397,-0.0749,-0.0059,0.0068
201611,-0.0385,0.0762,0.0611,0.0935,0.005,0.0645,0.0444,0.024,-0.0282,0.1134
201612,0.0351,0.0387,0.005,0.021,0.0082,0.0477,-0.0042,0.0071,0.0364,0.0296
201701,0.0163,0.0274,0.034,-0.0436,0.0468,0.0287,0.0101,0.0202,0.0108,0.0093
201702,0.0369,0.0066,0.0416,-0.024,0.0495,0.0014,0.028,0.0697,0.0405,0.0371
201703,0.0091,0.0011,0.0011,-0.0119,0.0212,0.0105,0.008,0.0003,0.0032,-0.0169
201704,0.0052,0.0173,0.0185,-0.0266,0.0272,0.0002,0.0271,0.0091,0.0038,0.0023
201705,0.0312,-0.0051,0.013,-0.0328,0.0422,-0.0155,0.0163,-0.0025,0.0256,-0.0045
201706,-0.0103,0.0351,0.0128,-0.0008,-0.021,-0.0222,-0.019,0.0554,-0.0189,0.0422
201707,-0.0013,-0.0117,0.0218,0.0207,0.0374,0.0527,0.0012,0.007,0.0298,0.0149
201708,-0.0173,-0.001,0.0027,-0.0509,0.0308,-0.0264,-0.0167,0.0258,0.022,-0.0038
201709,-0.0033,0.0528,0.0417,0.1095,0.0065,-0.0167,0.0243,0.0205,-0.0197,0.0436
201710,0.0009,0.0125,0.028,0.0049,0.0688,-0.0568,0.0272,-0.0227,0.0307,0.0208
201711,0.0411,-0.0057,0.0358,0.0299,0.0098,0.0376,0.0804,0.0246,0.0242,0.0389
201712,0.0201,-0.0089,0.0229,0.0501,-0.0012,0.0447,0.0246,-0.0017,-0.0502,0.0147
201801,0.019,0.0261,0.0417,0.0286,0.0778,0.0313,0.0937,0.0637,-0.0283,0.0595
201802,-0.0622,-0.0604,-0.0397,-0.1074,-0.0005,-0.0713,-0.047,-0.0353,-0.0452,-0.0331
201803,-0.0105,-0.0561,-0.0216,0.0297,-0.0329,-0.026,-0.0252,-0.0242,0.032,-0.0269
201804,-0.0396,-0.0014,-0.0334,0.1001,-0.0005,-0.0238,0.0391,-0.0004,0.0277,0.0047
201805,-0.0051,0.0297,0.0256,0.0343,0.0682,-0.0084,0.0089,0.0229,0.0021,0.0122
201806,0.0452,0.0073,-0.0092,0.0055,-0.003,0.0643,0.0306,0.0149,0.0261,-0.0104
201807,0.028,-0.0156,0.0509,0.0112,0.0227,0.0269,0.0321,0.0599,0.0173,0.0397
201808,-0.0107,-0.0056,-0.0026,-0.0284,0.0729,0.0308,0.0805,0.044,0.0091,0.0246
201809,0.0071,-0.0379,0.0135,0.0335,-0.002,0.0164,0.0063,0.0214,-0.0055,-0.0121
201810,-0.0024,-0.0318,-0.099,-0.1187,-0.0879,-0.0034,-0.0875,-0.087,-0.0006,-0.0662
201811,0.0046,0.0517,0.046,-0.0217,-0.0155,0.0262,0.0247,0.0646,0.0327,0.0302
201812,-0.1123,-0.1143,-0.0868,-0.1302,-0.0809,-0.0877,-0.0906,-0.0818,-0.0475,-0.1062
201901,0.073,0.1073,0.0973,0.1032,0.0956,0.0556,0.082,0.0525,0.0541,0.0918
201902,0.0142,0.0397,0.0527,0.0246,0.0566,0.0326,0.0078,0.0323,0.0362,0.0271
201903,0.0368,-0.0529,-0.0081,0.0199,0.0374,0.0041,0.0337,0.0048,0.0332,-0.0132
201904,0.0319,0.0335,0.0405,0.0025,0.0596,0.0632,0.0459,-0.0313,0.0102,0.0666
201905,-0.0554,-0.1209,-0.0916,-0.1181,-0.0844,-0.0297,-0.0604,-0.0337,-0.0154,-0.063
201906,0.0493,0.1301,0.0813,0.0886,0.079,0.0496,0.0714,0.0684,0.0364,0.0672
201907,0.0173,0.0102,0.0088,-0.0267,0.0361,0.0191,0.0091,-0.0219,-0.0099,0.0164
201908,-0.0133,-0.0433,-0.0163,-0.0874,-0.0275,0.0043,0.0007,-0.0061,0.0344,-0.0447
201909,0.0185,0.0328,0.039,0.0371,0.0095,0.0144,0.0077,-0.0094,0.0392,0.0201
201910,-0.0002,0.073,-0.0011,-0.0207,0.0318,0.0225,0.0073,0.0473,-0.0142,0.0304
201911,0.0219,0.0274,0.0327,0.0121,0.0509,0.0191,0.0216,0.0553,-0.0215,0.0499
201912,0.0353,0.0507,0.0145,0.0618,0.037,0.0124,0.0137,0.0345,0.0413,0.024
202001,-0.0038,0.0589,-0.0295,-0.1187,0.0331,-0.0199,0.0093,-0.0201,0.0483,-0.0137
202002,-0.0873,-0.0729,-0.0859,-0.153,-0.0691,-0.0595,-0.068,-0.0539,-0.0985,-0.0984
202003,-0.1149,-0.2276,-0.1679,-0.3449,-0.0973,-0.1337,-0.076,-0.05,-0.1301,-0.1887
202004,0.0801,0.2586,0.1094,0.3238,0.1525,0.0956,0.1804,0.1341,0.0507,0.1054
202005,0.033,0.0722,0.0598,0.0052,0.0825,0.0478,0.0442,0.0405,0.0456,0.0388
202006,-0.0003,0.1431,0.0251,-0.004,0.0602,-0.0252,0.042,-0.0152,-0.0502,-0.0007
202007,0.0587,0.1843,0.0449,-0.048,0.0694,0.0507,0.0951,0.0443,0.0637,0.0383
202008,0.0445,0.4019,0.0633,-0.0107,0.105,0.0551,0.0816,0.0245,-0.0225,0.0721
202009,-0.0198,-0.0897,-0.0002,-0.149,-0.0511,-0.0212,-0.0387,-0.0148,-0.0027,-0.0297
202010,-0.0256,-0.0329,-0.0076,-0.0453,-0.0182,-0.0385,-0.0257,-0.0442,0.0449,-0.0189
202011,0.1002,0.3385,0.1386,0.2846,0.1083,0.1443,0.0838,0.0952,0.0263,0.1576
202012,0.05,0.1565,0.026,0.0616,0.0496,0.0529,0.0149,0.0476,0.0063,0.0531
202101,-0.0411,0.1145,-0.0249,0.0464,0.0056,-0.0342,0,0.0322,-0.004,-0.0285
202102,0.0135,-0.0793,0.0559,0.2331,0.0164,0.045,-0.0164,-0.0135,-0.046,0.0953
202103,0.0721,0.0059,0.0754,0.0227,0.0073,0.0159,0.0554,0.0013,0.1035,0.0562
202104,0.0336,0.0437,0.0254,0.0071,0.0655,0.0315,0.0706,0.0287,0.0398,0.0581
202105,0.0193,-0.0526,0.027,0.0613,-0.0087,-0.0083,-0.0221,0.0001,-0.0117,0.0294
202106,-0.0074,0.0566,-0.008,0.055,0.0694,-0.0012,0.0284,0.0428,-0.0142,-0.0246
202107,0.0018,-0.0098,0.014,-0.0861,0.0328,0.003,0.0023,0.0304,0.0298,-0.0038
202108,-0.003,0.0162,0.005,-0.0135,0.0469,0.0135,0.0236,0.0281,0.0323,0.0251
202109,-0.0458,0.0281,-0.0592,0.1049,-0.062,-0.0564,-0.043,-0.0599,-0.0484,-0.0232
202110,0.0378,0.303,0.051,0.104,0.0769,-0.0429,0.0501,0.0231,0.0511,0.0714
202111,-0.0386,0.0178,-0.0058,-0.054,0.008,-0.0725,0.0141,-0.0429,-0.0196,-0.0492
202112,0.0797,-0.0454,0.0579,0.0315,0.0172,0.039,0.0129,0.0672,0.0857,0.0496
202201,-0.0073,-0.1023,-0.0599,0.176,-0.0834,-0.0198,-0.09,-0.0866,-0.021,-0.0288
202202,-0.0051,-0.0719,-0.0137,0.0812,-0.052,0.0023,-0.0156,-0.0101,-0.0111,-0.0088
202203,0.004,0.1467,0.0074,0.0983,0.032,-0.0246,0.0291,0.0513,0.0968,0.0152
202204,0.022,-0.1697,-0.0529,-0.0112,-0.1265,-0.107,-0.0991,-0.068,-0.0371,-0.0895
202205,-0.0168,-0.0884,-0.0052,0.1539,-0.0215,0.0854,-0.0412,0.0099,0.0479,0.004
202206,-0.039,-0.1197,-0.0941,-0.1625,-0.0834,-0.0672,-0.0765,-0.0205,-0.0655,-0.1001
202207,0.0421,0.2747,0.0837,0.1049,0.1161,-0.004,0.1464,0.0275,0.0626,0.0876
202208,-0.0189,-0.0577,-0.0348,0.0332,-0.0518,-0.0301,-0.0312,-0.0507,0.0009,-0.0282
202209,-0.0832,-0.0668,-0.1151,-0.0912,-0.114,-0.1394,-0.0761,-0.0191,-0.1165,-0.0791
202210,0.0994,-0.0627,0.1222,0.236,0.0485,0.1094,0.043,0.0884,0.035,0.116
202211,0.0527,-0.0757,0.0902,0.0097,0.0524,0.0232,0.0386,0.0546,0.0682,0.06
202212,-0.0267,-0.2747,-0.0236,-0.0416,-0.0788,-0.0676,-0.0796,-0.0173,-0.0115,-0.0527
202301,-0.0028,0.2835,0.0595,0.0287,0.0981,0.1345,0.0974,-0.0102,-0.0126,0.0708
202302,-0.0214,0.1054,-0.0183,-0.0685,-0.0023,-0.0657,-0.0465,-0.043,-0.0529,-0.0237
